job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Principal Data Scientist,1,China,PhD,Small,"Computer Vision, SQL, Python",41013
Head of AI,3,Norway,Master,Large,"NLP, PyTorch, MLOps",140352
Deep Learning Engineer,3,Austria,Master,Small,"PyTorch, Python, Deep Learning, Data Visualization, GCP",53375
Data Scientist,9,Canada,PhD,Small,"Git, PyTorch, Deep Learning",124514
AI Product Manager,1,India,Associate,Large,"PyTorch, NLP, SQL, Java, GCP",60315
Deep Learning Engineer,3,Ireland,Master,Large,"GCP, Kubernetes, Java, TensorFlow",70167
Principal Data Scientist,1,Finland,PhD,Large,"GCP, Python, Tableau",44783
Research Scientist,1,Israel,Bachelor,Large,"GCP, PyTorch, Deep Learning",60707
Research Scientist,11,Netherlands,PhD,Small,"Spark, NLP, AWS, TensorFlow",182115.18
ML Ops Engineer,2,Canada,Bachelor,Large,"Deep Learning, PyTorch, TensorFlow, Spark, GCP",83476
AI Specialist,2,South Korea,PhD,Small,"Python, Computer Vision, NLP",66919
Data Scientist,19,Sweden,PhD,Small,"Scala, Java, Docker, Computer Vision, Linux",180151
Data Analyst,1,Norway,PhD,Small,"Python, Statistics, R, MLOps, Scala",91981
AI Software Engineer,19,Australia,Master,Large,"Hadoop, Statistics, Data Visualization",165771
Research Scientist,8,Germany,PhD,Small,"Linux, SQL, Statistics, PyTorch, Mathematics",122363.28
Machine Learning Researcher,1,Singapore,Master,Small,"Python, Docker, SQL, Linux, Statistics",68772
AI Consultant,0,Ireland,Master,Large,"Deep Learning, TensorFlow, Kubernetes",45877
AI Software Engineer,7,Finland,Associate,Small,"Scala, SQL, GCP, AWS, Azure",90371
AI Specialist,17,India,Bachelor,Small,"R, Mathematics, NLP, GCP, PyTorch",144372
NLP Engineer,2,Finland,Bachelor,Large,"PyTorch, AWS, NLP",81787
Research Scientist,9,France,Bachelor,Large,"NLP, MLOps, Java",178630.92
Research Scientist,16,Norway,Bachelor,Large,"SQL, Java, GCP, Mathematics, Linux",299781
ML Ops Engineer,9,India,PhD,Large,"Python, Deep Learning, NLP",84253
NLP Engineer,8,Singapore,Master,Medium,"SQL, Git, Mathematics, Python",141763
NLP Engineer,4,China,Master,Small,"AWS, Spark, Deep Learning, Kubernetes, Python",67746
Deep Learning Engineer,5,France,Master,Medium,"Java, R, Linux, Spark",123838.65
Machine Learning Researcher,10,United States,Master,Medium,"Linux, Python, MLOps, AWS, Azure",160127
Deep Learning Engineer,12,China,PhD,Small,"Scala, Hadoop, TensorFlow, R, AWS",123429
Head of AI,10,United States,Master,Large,"Deep Learning, Data Visualization, Scala, Linux",245667
AI Research Scientist,8,Germany,Bachelor,Medium,"Java, SQL, Scala",134716.14
Data Engineer,1,France,Master,Small,"Tableau, Kubernetes, PyTorch",74888.19
NLP Engineer,4,Austria,Associate,Large,"Mathematics, Python, TensorFlow, Deep Learning, Java",59806
Principal Data Scientist,3,Israel,Associate,Small,"Data Visualization, Python, AWS, NLP, Statistics",59506
Machine Learning Researcher,14,India,Bachelor,Large,"Kubernetes, Scala, Hadoop, TensorFlow, Docker",187771
ML Ops Engineer,13,Netherlands,PhD,Large,"Docker, Kubernetes, Tableau, Scala",267605.91
AI Software Engineer,9,Israel,Master,Medium,"Kubernetes, SQL, NLP, Statistics",86580
AI Software Engineer,0,Germany,Associate,Large,"Python, Computer Vision, Kubernetes",89559.99
ML Ops Engineer,4,China,PhD,Medium,"Git, Docker, Python",77559
Research Scientist,9,Japan,Bachelor,Small,"Kubernetes, Python, AWS, MLOps",66839
Autonomous Systems Engineer,3,Austria,PhD,Small,"Git, Tableau, R",64005
Computer Vision Engineer,2,Denmark,Associate,Large,"TensorFlow, Python, NLP, GCP",133957
Principal Data Scientist,1,France,Bachelor,Medium,"R, Tableau, TensorFlow, Mathematics, Git",79847.82
AI Product Manager,1,Australia,Bachelor,Small,"R, Linux, Kubernetes",57306
Deep Learning Engineer,1,Netherlands,PhD,Medium,"Mathematics, Deep Learning, Docker, Statistics",89100.18
Data Scientist,0,Singapore,PhD,Medium,"Git, Kubernetes, SQL, Docker",77373
AI Specialist,7,Israel,Associate,Medium,"Azure, SQL, NLP, Docker, AWS",81094
AI Specialist,1,United Kingdom,Associate,Large,"Statistics, R, SQL, Hadoop",112456.35
ML Ops Engineer,2,Singapore,Associate,Large,"Git, Azure, Scala, Computer Vision",121131
Data Scientist,3,India,PhD,Large,"GCP, Hadoop, MLOps",69872
Machine Learning Engineer,5,Netherlands,PhD,Small,"SQL, Hadoop, Azure, Git",130642.2
AI Architect,8,Japan,Bachelor,Large,"Docker, NLP, Python, Java, Linux",123977
Machine Learning Engineer,4,Germany,PhD,Small,"TensorFlow, Git, Kubernetes, Statistics, Tableau",85739.94
AI Product Manager,0,France,Associate,Small,"Computer Vision, MLOps, Java",53543.88
Data Scientist,18,Austria,PhD,Medium,"Kubernetes, TensorFlow, NLP",126354
AI Consultant,6,Denmark,Master,Medium,"Git, Scala, SQL",162029
AI Consultant,0,China,Associate,Small,"Hadoop, Linux, Docker, Spark",45348
ML Ops Engineer,8,India,PhD,Small,"Python, PyTorch, R, Statistics",85311
Research Scientist,9,Denmark,Bachelor,Large,"Data Visualization, Scala, PyTorch",221963
Machine Learning Engineer,7,Ireland,Associate,Small,"SQL, Azure, Spark, GCP",91947
Research Scientist,7,Israel,Associate,Medium,"SQL, Data Visualization, Hadoop",89230
AI Research Scientist,1,Australia,Bachelor,Small,"Kubernetes, NLP, Linux",59211
Deep Learning Engineer,14,Norway,PhD,Small,"Hadoop, PyTorch, Spark",260026
AI Architect,2,Austria,Bachelor,Large,"R, SQL, MLOps",70526
Machine Learning Engineer,0,Israel,Master,Small,"Python, PyTorch, NLP",50395
Machine Learning Researcher,2,India,PhD,Small,"Data Visualization, Azure, Linux, SQL",49189
Data Engineer,4,Finland,Master,Small,"Tableau, AWS, PyTorch, MLOps",62553
Data Analyst,1,Israel,Associate,Small,"Docker, Tableau, PyTorch",36480
Data Analyst,1,Israel,Associate,Large,"Python, Kubernetes, Tableau, SQL, Git",60239
AI Architect,12,Sweden,Bachelor,Medium,"Deep Learning, Java, R, Git, Data Visualization",174916
AI Architect,0,Netherlands,PhD,Medium,"Python, NLP, Hadoop, MLOps",75123.36
Data Engineer,3,United States,Master,Large,"Linux, PyTorch, Tableau, NLP, Java",135101
Data Scientist,3,Austria,Bachelor,Medium,"Tableau, Deep Learning, SQL, Linux, PyTorch",59512
Deep Learning Engineer,9,United States,PhD,Large,"SQL, Docker, PyTorch, MLOps",145208
Autonomous Systems Engineer,6,Ireland,Master,Large,"Docker, TensorFlow, Python, Statistics",87548
Data Engineer,0,Canada,Associate,Small,"MLOps, Python, Kubernetes, Statistics",58763
Machine Learning Researcher,10,Israel,Master,Medium,"Statistics, NLP, Python",116237
AI Consultant,14,Japan,Associate,Small,"Java, Hadoop, Tableau, Computer Vision, Deep Learning",147973
AI Consultant,1,Germany,Master,Medium,"Spark, TensorFlow, MLOps, Scala, Mathematics",90949.95
AI Software Engineer,7,United Kingdom,Associate,Large,"SQL, Azure, TensorFlow",213825.15
AI Consultant,7,Germany,Master,Small,"GCP, Hadoop, Kubernetes",143371.8
ML Ops Engineer,3,United States,Bachelor,Small,"MLOps, PyTorch, NLP, Kubernetes, Statistics",88443
Robotics Engineer,0,United States,Bachelor,Large,"AWS, SQL, Kubernetes, PyTorch",87725
AI Research Scientist,2,Singapore,Master,Small,"Python, Kubernetes, GCP, AWS, Scala",92545
AI Research Scientist,15,India,Master,Small,"TensorFlow, SQL, R",133892
AI Product Manager,9,India,Associate,Large,"GCP, Docker, Kubernetes, Scala",100445
Autonomous Systems Engineer,0,India,PhD,Medium,"Hadoop, Python, Docker",44275
AI Research Scientist,17,Austria,Master,Medium,"Kubernetes, Git, Linux, Computer Vision",175526
AI Consultant,1,Norway,Master,Medium,"R, SQL, Deep Learning",67784
Robotics Engineer,0,China,PhD,Large,"R, Tableau, Deep Learning",56659
Robotics Engineer,18,Norway,PhD,Small,"Deep Learning, Spark, Python, SQL, Kubernetes",252752
Principal Data Scientist,1,France,Bachelor,Medium,"Linux, SQL, MLOps, PyTorch",61731.54
NLP Engineer,4,Sweden,PhD,Large,"GCP, Data Visualization, Tableau, Java, Mathematics",103919
AI Product Manager,1,South Korea,Associate,Large,"Data Visualization, R, Kubernetes, SQL, Deep Learning",59529
Machine Learning Engineer,4,Norway,Bachelor,Large,"Java, Scala, Git",122842
Data Engineer,16,Netherlands,Master,Large,"PyTorch, NLP, Hadoop",257353.2
Computer Vision Engineer,1,Japan,PhD,Large,"PyTorch, GCP, NLP",50697
Deep Learning Engineer,9,India,PhD,Small,"Java, Python, MLOps",67971
NLP Engineer,10,France,Master,Medium,"Scala, Docker, MLOps",269527.05
Data Engineer,0,Norway,PhD,Medium,"Docker, Scala, Hadoop",101337
Machine Learning Engineer,4,Japan,Associate,Medium,"Hadoop, R, Scala, Java, SQL",57259
Data Scientist,3,Canada,PhD,Medium,"PyTorch, Kubernetes, Azure, AWS, Computer Vision",80608
Research Scientist,7,Canada,Master,Small,"Azure, GCP, MLOps, Tableau",118636
NLP Engineer,12,Singapore,Master,Small,"AWS, Tableau, Linux, MLOps",161412
AI Software Engineer,2,Norway,Master,Large,"SQL, Kubernetes, Spark",133866
Data Analyst,2,Netherlands,Bachelor,Medium,"MLOps, Tableau, Linux, SQL",95665.05
Deep Learning Engineer,7,Singapore,Master,Small,"Docker, R, NLP",112760
ML Ops Engineer,9,Norway,Bachelor,Large,"Spark, NLP, Kubernetes",184107
Deep Learning Engineer,1,South Korea,PhD,Medium,"SQL, NLP, Linux, Hadoop",48057
AI Specialist,12,Israel,Bachelor,Small,"Mathematics, Linux, AWS, GCP, Scala",159710
Research Scientist,2,Australia,PhD,Small,"Kubernetes, Mathematics, Computer Vision, GCP, Linux",88792
Data Engineer,9,India,Bachelor,Medium,"Data Visualization, MLOps, Python, TensorFlow",82885
Deep Learning Engineer,0,France,Bachelor,Small,"NLP, Deep Learning, Data Visualization",77504.31
Machine Learning Researcher,0,Japan,Bachelor,Small,"Java, Computer Vision, NLP",35576
Data Engineer,19,Netherlands,Master,Medium,"Scala, Azure, MLOps, Statistics",299034.45
Machine Learning Engineer,16,India,Associate,Medium,"Azure, Tableau, GCP, MLOps, SQL",148520
Computer Vision Engineer,4,Finland,Bachelor,Medium,"Docker, R, Python, Azure",75399
Data Scientist,2,Germany,Master,Medium,"Azure, PyTorch, Mathematics, Git, Linux",92541.15
Research Scientist,10,Japan,Associate,Large,"Spark, Git, Python, AWS, TensorFlow",203027
Machine Learning Engineer,0,Netherlands,Bachelor,Medium,"Tableau, GCP, AWS",67559.31
Research Scientist,13,Switzerland,Associate,Small,"PyTorch, Git, Spark, Azure, Hadoop",200141
Principal Data Scientist,12,Germany,PhD,Small,"Scala, Tableau, NLP",185282.37
Robotics Engineer,6,Israel,PhD,Medium,"Data Visualization, Git, NLP",79368
AI Product Manager,1,Japan,Bachelor,Small,"Spark, Python, NLP, TensorFlow, Statistics",51164
Research Scientist,0,Canada,Bachelor,Large,"GCP, PyTorch, Hadoop, Data Visualization, Git",82850
AI Consultant,8,China,Bachelor,Medium,"Linux, Python, NLP",75532
Head of AI,1,Finland,PhD,Large,"GCP, TensorFlow, Python",59715
AI Research Scientist,9,Finland,Bachelor,Large,"Kubernetes, TensorFlow, Hadoop, GCP",106533
Robotics Engineer,7,China,Bachelor,Small,"Java, Computer Vision, NLP",66556
ML Ops Engineer,1,United States,Master,Medium,"Tableau, Scala, Kubernetes",60728
Principal Data Scientist,6,United States,Associate,Small,"SQL, Data Visualization, Python",134914
Research Scientist,14,Norway,Master,Medium,"Python, TensorFlow, NLP",294586
Data Scientist,0,Austria,Bachelor,Small,"MLOps, Python, Deep Learning, TensorFlow, GCP",43055
Deep Learning Engineer,0,Canada,Master,Medium,"Linux, Spark, Computer Vision",73978
Machine Learning Researcher,18,Canada,Master,Small,"Git, TensorFlow, Data Visualization",124249
Machine Learning Engineer,19,India,PhD,Medium,"Git, AWS, Linux, Tableau",166335
ML Ops Engineer,18,Netherlands,Master,Small,"Linux, Hadoop, Scala, Java, NLP",274507.74
AI Architect,15,Ireland,PhD,Medium,"Java, Scala, Git, Hadoop",124402
Autonomous Systems Engineer,0,South Korea,Bachelor,Small,"Docker, Mathematics, Kubernetes, Spark",33172
Principal Data Scientist,3,Finland,Master,Large,"TensorFlow, Data Visualization, Spark, Deep Learning, NLP",59254
AI Architect,0,United Kingdom,Master,Large,"AWS, Python, Hadoop, Git",86651.1
Data Analyst,3,Ireland,Bachelor,Large,"Java, Deep Learning, R, SQL",79464
Research Scientist,0,Singapore,Bachelor,Small,"Python, Docker, Azure",71192
AI Consultant,3,India,PhD,Small,"SQL, Kubernetes, NLP, Python, Hadoop",53518
AI Product Manager,0,Singapore,PhD,Large,"Data Visualization, SQL, Hadoop",91675
AI Research Scientist,4,Japan,PhD,Large,"Java, Git, Python, PyTorch, R",66759
AI Specialist,8,Norway,Associate,Medium,"SQL, Spark, Computer Vision",191810
AI Product Manager,1,Netherlands,PhD,Medium,"TensorFlow, Kubernetes, Tableau, Mathematics",83256.03
Head of AI,2,Germany,Associate,Medium,"Hadoop, Azure, Deep Learning, Tableau",112203
Machine Learning Engineer,5,Switzerland,Bachelor,Medium,"Git, Data Visualization, Spark, NLP",158119
Machine Learning Engineer,13,Netherlands,PhD,Small,"Scala, NLP, Python, Data Visualization, TensorFlow",234054.99
Autonomous Systems Engineer,4,France,Master,Large,"Kubernetes, Data Visualization, GCP, Computer Vision, TensorFlow",96473.52
AI Research Scientist,16,Sweden,Master,Small,"MLOps, SQL, Linux, Deep Learning",171117
AI Consultant,11,Australia,Master,Large,"Deep Learning, Java, Kubernetes",189838
AI Software Engineer,17,Austria,Master,Medium,"Scala, Spark, Linux",142233
AI Consultant,17,Finland,Master,Medium,"Linux, Python, Kubernetes, Deep Learning",138835
Computer Vision Engineer,11,Norway,Master,Large,"Git, PyTorch, Computer Vision",328022
Computer Vision Engineer,7,Finland,Master,Small,"SQL, Python, Java, R",81820
AI Architect,0,Japan,Bachelor,Medium,"SQL, PyTorch, Hadoop",50831
ML Ops Engineer,10,Germany,Bachelor,Small,"Python, Statistics, Kubernetes, Hadoop, Linux",262689.57
AI Software Engineer,9,India,Bachelor,Large,"Hadoop, Python, GCP, TensorFlow, Kubernetes",95990
AI Specialist,0,United Kingdom,Master,Medium,"R, Kubernetes, Scala, GCP",106084.35
AI Specialist,6,Switzerland,Master,Small,"Kubernetes, Azure, NLP, AWS",138670
Research Scientist,6,Canada,PhD,Medium,"PyTorch, Azure, Data Visualization, Computer Vision, TensorFlow",100392
NLP Engineer,4,Netherlands,Bachelor,Large,"SQL, Git, Statistics, NLP",127766.34
Robotics Engineer,4,Japan,PhD,Small,"Git, R, MLOps",51541
Research Scientist,1,Australia,Bachelor,Large,"Azure, Kubernetes, Tableau",82605
Data Engineer,4,South Korea,Bachelor,Medium,"Python, MLOps, AWS",68318
Autonomous Systems Engineer,12,Canada,PhD,Large,"Git, NLP, Deep Learning, Mathematics, GCP",265191
ML Ops Engineer,10,Netherlands,Bachelor,Medium,"Scala, SQL, Azure, Python",301366.26
NLP Engineer,11,United Kingdom,Master,Small,"GCP, Data Visualization, Statistics, Java, Python",240320.25
AI Research Scientist,4,Singapore,Associate,Small,"R, Azure, Java, Hadoop",97488
Data Scientist,2,South Korea,Master,Large,"Spark, Git, Tableau",74060
Data Analyst,3,Netherlands,Bachelor,Medium,"Deep Learning, SQL, AWS, PyTorch",95190.03
Data Engineer,0,China,PhD,Large,"NLP, Java, PyTorch, Docker",53843
NLP Engineer,3,Austria,Associate,Small,"Kubernetes, Python, Computer Vision, GCP, Deep Learning",53426
Deep Learning Engineer,0,Singapore,Associate,Small,"Scala, Tableau, PyTorch, Linux",54344
AI Consultant,8,Austria,Associate,Large,"Spark, Java, Git",118997
Data Scientist,4,Israel,Master,Large,"Hadoop, SQL, Java, Spark",71565
ML Ops Engineer,1,India,PhD,Small,"Data Visualization, Azure, Linux, Kubernetes, Statistics",38628
Machine Learning Researcher,4,Denmark,Bachelor,Small,"Java, Linux, Python",109689
AI Architect,13,Sweden,PhD,Large,"Kubernetes, Hadoop, Python, Deep Learning",160167
AI Research Scientist,6,South Korea,PhD,Small,"Computer Vision, Spark, SQL, Data Visualization",82071
AI Product Manager,9,Denmark,PhD,Small,"Statistics, AWS, Computer Vision",136636
Machine Learning Researcher,0,South Korea,PhD,Large,"Linux, Mathematics, Kubernetes",50723
Data Scientist,1,Austria,Bachelor,Small,"SQL, Spark, Tableau, Scala, MLOps",42206
Data Scientist,2,Netherlands,Bachelor,Large,"SQL, NLP, Spark",151303.23
Head of AI,8,Denmark,Bachelor,Medium,"Linux, TensorFlow, Statistics, PyTorch",147645
Deep Learning Engineer,1,South Korea,Master,Large,"Hadoop, R, Python, Kubernetes, Scala",60652
AI Software Engineer,0,South Korea,PhD,Medium,"Mathematics, AWS, Scala, Java, Computer Vision",53357
Computer Vision Engineer,8,Austria,Associate,Medium,"Python, TensorFlow, PyTorch",103291
AI Specialist,1,Austria,PhD,Small,"SQL, Python, Azure, Docker",47201
Research Scientist,4,Israel,PhD,Small,"PyTorch, Tableau, NLP, SQL",58644
AI Research Scientist,3,China,PhD,Large,"R, MLOps, Data Visualization, GCP, Deep Learning",82885
NLP Engineer,8,China,Associate,Large,"R, PyTorch, Tableau, Java, NLP",90466
AI Architect,18,Finland,Master,Large,"Tableau, Linux, AWS",163516
AI Specialist,8,South Korea,Master,Medium,"Python, Docker, R",88481
AI Software Engineer,0,Japan,PhD,Small,"TensorFlow, Scala, Kubernetes, Java, Hadoop",47981
NLP Engineer,8,Finland,PhD,Large,"NLP, R, AWS, Java",100196
Principal Data Scientist,9,India,PhD,Small,"R, Spark, PyTorch",96602
Data Scientist,5,Canada,Bachelor,Large,"Python, TensorFlow, Java, Hadoop",134491
NLP Engineer,8,Denmark,Bachelor,Medium,"Tableau, Azure, Scala, MLOps",190530
Principal Data Scientist,14,Sweden,Bachelor,Medium,"Git, Tableau, Scala",151141
NLP Engineer,5,Switzerland,Master,Large,"SQL, Scala, NLP, Azure",209864
AI Architect,4,United Kingdom,PhD,Large,"NLP, Kubernetes, Java, Linux, R",158596.65
AI Specialist,5,United States,PhD,Small,"SQL, Azure, Hadoop, R, Scala",125079
Robotics Engineer,7,United States,Master,Small,"Python, MLOps, TensorFlow, Deep Learning, R",122187
Robotics Engineer,3,Netherlands,PhD,Medium,"R, Git, Scala, Computer Vision",108125.55
AI Research Scientist,14,Norway,Bachelor,Large,"Data Visualization, Linux, Java, Azure",281298
Deep Learning Engineer,14,Denmark,PhD,Small,"Hadoop, Statistics, Tableau, NLP, PyTorch",282452
Machine Learning Engineer,2,France,PhD,Small,"SQL, Hadoop, Java, Deep Learning, GCP",98588.88
AI Architect,3,Singapore,Associate,Small,"Python, Data Visualization, R, GCP, Git",103431
Robotics Engineer,5,Japan,Bachelor,Small,"PyTorch, GCP, Spark, Computer Vision",88292
Autonomous Systems Engineer,3,United States,Master,Small,"Python, PyTorch, Computer Vision, Java, TensorFlow",104690
ML Ops Engineer,0,United Kingdom,Associate,Small,"Spark, Data Visualization, Python",100757.25
Data Scientist,2,Netherlands,Bachelor,Medium,"Mathematics, R, TensorFlow, AWS",116613.9
AI Product Manager,1,Norway,Master,Medium,"Spark, Python, Kubernetes",76390
